Date/heure;O3;NO2;SO2;CO;PM10
16.01.2011;25.0;52.5;8.7;0.94;33.3
17.01.2011;20.1;61.5;12.6;0.76;25.3
18.01.2011;19.2;59.0;12.4;0.73;25.8
19.01.2011;72.7;42.2;8.8;0.48;18.4
20.01.2011;78.1;18.8;2.9;0.24;5.0
21.01.2011;66.9;51.3;9.1;0.46;18.9
22.01.2011;57.8;48.1;8.8;0.46;25.9
23.01.2011;58.2;44.3;11.6;0.49;32.4
24.01.2011;73.6;66.1;12.2;0.60;36.4
25.01.2011;43.6;76.2;10.8;0.74;69.6
26.01.2011;32.0;75.7;11.1;0.73;64.4
27.01.2011;15.9;96.3;11.8;0.99;103.3
28.01.2011;20.5;78.3;11.3;0.85;81.8
29.01.2011;44.1;56.5;6.0;0.57;53.8
30.01.2011;20.4;47.3;8.9;0.63;61.0
31.01.2011;41.2;57.1;9.7;0.66;42.4
01.02.2011;34.1;54.4;9.9;0.65;36.2
02.02.2011;33.4;66.6;11.4;0.66;35.2
03.02.2011;43.0;77.5;11.6;0.70;45.7
04.02.2011;35.7;79.8;13.7;0.82;39.9
05.02.2011;60.7;64.9;12.1;0.75;23.3
06.02.2011;41.2;58.1;11.9;0.59;18.5
07.02.2011;39.9;71.2;12.3;0.76;28.6
08.02.2011;35.1;68.5;11.8;0.67;31.5
09.02.2011;20.1;78.1;11.6;0.72;48.6
10.02.2011;40.4;75.2;10.7;0.65;58.8
11.02.2011;70.2;70.7;9.6;0.66;74.2
12.02.2011;78.5;54.3;8.1;0.52;60.1
13.02.2011;53.2;49.1;4.8;0.55;101.3
14.02.2011;16.6;65.6;6.9;0.82;107.8
15.02.2011;36.3;57.6;3.9;0.62;59.4
16.02.2011;38.6;63.2;3.3;0.52;14.5
17.02.2011;44.0;56.6;4.3;0.52;17.8
18.02.2011;48.5;55.8;6.8;0.57;17.7
19.02.2011;78.6;51.6;7.8;0.44;13.3
20.02.2011;41.6;46.5;5.5;0.51;32.4
21.02.2011;60.4;46.2;4.2;0.51;31.7
22.02.2011;51.7;51.1;4.4;0.55;47.1
23.02.2011;77.8;55.1;5.3;0.52;25.8
24.02.2011;70.8;56.3;7.2;0.53;47.8
25.02.2011;62.9;62.9;7.4;0.57;63.0
26.02.2011;71.6;56.9;7.9;0.52;56.6
27.02.2011;64.4;41.7;5.0;0.45;51.9
