Date/heure;O3;NO2;SO2;CO;PM10
01.01.2000;45.6;22.1;2.9;0.47;
02.01.2000;53.1;19.0;2.0;0.46;
03.01.2000;50.1;22.7;2.0;0.36;
04.01.2000;32.4;33.3;1.9;0.52;
05.01.2000;56.7;38.0;2.7;0.52;
06.01.2000;42.2;31.8;1.6;0.45;
07.01.2000;38.2;29.7;1.4;0.47;
08.01.2000;43.6;38.3;1.8;0.64;
09.01.2000;22.9;35.8;2.6;0.71;
10.01.2000;25.7;32.0;2.6;0.57;
11.01.2000;10.8;37.9;2.2;0.49;
12.01.2000;44.1;29.4;1.5;0.49;
13.01.2000;;34.1;1.8;0.53;
14.01.2000;45.7;40.7;2.8;0.72;
15.01.2000;27.6;47.1;1.9;0.65;
16.01.2000;50.8;23.0;2.6;0.42;
17.01.2000;43.9;33.4;3.5;0.52;
18.01.2000;46.9;31.7;2.8;0.43;
19.01.2000;72.0;21.2;2.7;0.32;
20.01.2000;57.7;34.9;3.1;0.48;
21.01.2000;58.2;31.9;2.6;0.45;
22.01.2000;53.6;18.6;2.5;0.34;
23.01.2000;61.5;13.6;2.1;0.28;
24.01.2000;73.2;17.2;3.8;0.34;
25.01.2000;52.7;30.9;5.3;0.50;
26.01.2000;54.2;42.9;3.2;0.73;
27.01.2000;55.2;41.7;2.2;0.66;
28.01.2000;40.2;53.5;2.8;0.79;
29.01.2000;79.7;23.6;2.9;0.32;
30.01.2000;73.2;11.1;1.8;0.21;
31.01.2000;63.1;25.7;2.0;0.34;
01.02.2000;22.9;30.7;1.8;0.56;
02.02.2000;28.2;33.5;4.9;0.75;
03.02.2000;75.1;23.7;2.1;0.36;
04.02.2000;64.0;31.1;2.2;0.47;
05.02.2000;69.2;29.5;2.5;0.67;
06.02.2000;50.1;33.3;4.1;0.64;
07.02.2000;71.8;20.6;3.2;0.32;
08.02.2000;72.7;15.7;1.7;0.24;
09.02.2000;87.9;10.4;1.4;0.23;
10.02.2000;63.1;26.1;2.1;0.36;
11.02.2000;59.1;21.1;1.9;0.30;
12.02.2000;70.2;14.4;2.1;0.30;
13.02.2000;65.3;13.7;1.7;0.29;
14.02.2000;46.5;29.2;2.3;0.39;
15.02.2000;67.3;19.2;1.9;0.29;
16.02.2000;86.2;7.1;1.6;0.20;
17.02.2000;81.5;12.1;1.7;0.24;
18.02.2000;69.1;15.4;1.8;0.27;
19.02.2000;87.7;6.6;1.5;0.22;
20.02.2000;73.7;7.5;2.1;0.28;
21.02.2000;76.8;18.9;2.6;0.36;
22.02.2000;86.5;28.0;2.9;0.44;
23.02.2000;91.8;30.1;3.2;0.47;
24.02.2000;42.9;;2.9;0.54;
25.02.2000;71.6;;2.4;0.34;
26.02.2000;51.6;21.1;1.7;0.42;
27.02.2000;70.6;21.0;1.7;0.45;
28.02.2000;97.7;21.5;4.0;0.34;
29.02.2000;93.3;13.2;1.7;0.24;
01.03.2000;91.9;11.8;1.4;0.22;
02.03.2000;89.0;13.0;2.0;0.24;
03.03.2000;90.4;14.8;2.6;0.26;
04.03.2000;93.5;6.9;2.3;0.23;
05.03.2000;92.3;8.4;2.6;0.26;
06.03.2000;85.2;28.3;3.4;0.43;
07.03.2000;111.3;34.4;4.4;0.50;
08.03.2000;95.5;22.3;2.1;0.33;
09.03.2000;90.0;13.0;1.6;0.20;
10.03.2000;88.2;16.7;1.5;0.25;
11.03.2000;86.1;12.2;1.7;0.25;
12.03.2000;92.5;11.9;1.8;0.25;
13.03.2000;95.8;21.1;2.8;0.35;
14.03.2000;90.6;18.5;2.1;0.28;
15.03.2000;85.6;10.2;2.0;0.21;
16.03.2000;82.3;23.7;2.7;0.30;
17.03.2000;66.6;21.4;2.4;0.31;
18.03.2000;57.0;20.5;2.6;0.31;
19.03.2000;66.6;10.2;1.9;0.23;
20.03.2000;89.7;16.7;2.4;0.27;
21.03.2000;107.2;25.8;2.7;0.36;
22.03.2000;136.1;32.4;2.8;0.43;
23.03.2000;66.4;40.7;2.8;0.51;
24.03.2000;104.9;24.1;1.9;0.36;
25.03.2000;109.0;17.5;1.9;0.27;
26.03.2000;88.7;7.1;1.4;0.19;
27.03.2000;90.4;11.9;1.4;0.21;
28.03.2000;83.8;16.6;1.8;0.30;
29.03.2000;62.6;18.4;2.1;0.31;
30.03.2000;89.2;16.1;2.2;0.30;
31.03.2000;121.1;19.2;2.4;0.29;
01.04.2000;105.5;11.5;1.8;0.32;
02.04.2000;118.8;12.9;2.3;0.34;
03.04.2000;109.7;28.2;2.9;0.39;
04.04.2000;107.0;18.8;2.7;0.32;
05.04.2000;77.6;15.5;2.1;0.26;
06.04.2000;63.8;14.9;0.6;0.27;
07.04.2000;94.9;15.2;1.4;0.28;
08.04.2000;120.9;17.7;1.0;0.33;
09.04.2000;107.5;15.2;1.8;0.34;
10.04.2000;122.6;18.9;;0.31;
11.04.2000;97.7;17.6;;0.28;
12.04.2000;98.9;8.6;;0.20;
13.04.2000;96.2;10.5;1.1;0.21;
14.04.2000;120.3;15.5;1.8;0.29;
15.04.2000;112.3;7.1;1.1;0.22;
16.04.2000;92.4;11.3;2.0;0.28;
17.04.2000;94.7;12.0;1.2;0.23;
18.04.2000;80.1;19.6;2.0;0.33;
19.04.2000;99.3;16.2;1.7;0.30;
20.04.2000;123.7;15.6;1.5;0.28;
21.04.2000;127.7;;1.5;0.27;
22.04.2000;;;;;
23.04.2000;;;;;
24.04.2000;86.8;;1.6;0.20;
25.04.2000;103.0;;1.5;0.25;
26.04.2000;134.9;;2.2;0.28;
27.04.2000;81.5;28.3;3.8;0.37;
28.04.2000;104.6;17.1;1.7;0.28;
29.04.2000;80.6;8.6;1.4;0.24;
30.04.2000;109.4;8.7;1.9;0.29;
01.05.2000;126.0;13.0;;0.29;
02.05.2000;130.7;15.3;;0.28;
03.05.2000;120.7;14.6;1.4;0.25;
04.05.2000;120.9;17.5;1.5;0.24;
05.05.2000;110.8;13.6;1.4;0.20;
06.05.2000;89.1;11.5;1.5;0.25;
07.05.2000;112.5;7.7;1.5;0.23;
08.05.2000;124.8;12.8;1.9;0.20;
09.05.2000;117.5;14.9;1.9;0.25;
10.05.2000;135.2;14.3;1.1;0.22;
11.05.2000;125.4;11.5;1.0;0.19;
12.05.2000;93.5;12.4;1.0;0.20;
13.05.2000;111.9;10.8;0.9;0.25;
14.05.2000;121.9;9.3;1.3;0.26;
15.05.2000;144.4;16.4;1.8;0.25;
16.05.2000;145.1;17.1;2.2;0.25;
17.05.2000;133.2;15.2;2.1;0.20;
18.05.2000;100.7;7.4;0.7;0.17;
19.05.2000;92.0;6.1;0.8;0.18;
20.05.2000;111.4;5.5;0.7;0.22;
21.05.2000;105.3;5.6;0.8;0.20;
22.05.2000;96.1;6.1;0.9;0.20;
23.05.2000;130.4;14.5;1.3;0.24;
24.05.2000;124.1;15.1;1.4;0.25;
25.05.2000;101.6;21.0;1.9;0.25;
26.05.2000;119.5;11.6;1.8;0.23;
27.05.2000;104.2;5.0;1.2;0.20;
28.05.2000;97.0;6.7;1.3;0.21;
29.05.2000;102.0;7.1;1.3;0.19;
30.05.2000;62.6;14.7;1.7;0.22;
31.05.2000;77.8;7.6;1.4;0.16;
01.06.2000;106.5;6.8;1.4;0.19;
02.06.2000;138.2;15.3;1.9;0.26;
03.06.2000;145.6;10.6;2.1;0.24;
04.06.2000;132.1;6.7;;0.16;
05.06.2000;125.1;10.6;1.3;0.19;
06.06.2000;90.0;7.4;0.7;0.18;
07.06.2000;107.0;9.2;0.9;0.19;
08.06.2000;143.3;15.7;1.4;0.23;
09.06.2000;151.2;14.2;1.5;0.26;
10.06.2000;134.8;8.8;1.7;0.22;
11.06.2000;88.7;6.6;1.2;0.23;
12.06.2000;93.5;5.2;1.4;0.20;
13.06.2000;122.5;12.6;1.7;0.27;
14.06.2000;132.1;10.1;1.5;0.19;
15.06.2000;88.2;9.1;1.1;0.15;
16.06.2000;122.6;9.8;1.5;0.15;
17.06.2000;143.5;8.3;;0.18;
18.06.2000;144.8;9.9;;0.22;
19.06.2000;155.8;17.4;;0.25;
20.06.2000;178.8;15.8;2.1;0.23;
21.06.2000;164.8;14.7;3.2;0.19;
22.06.2000;125.2;10.5;2.1;0.17;
23.06.2000;96.0;5.4;0.8;0.12;
24.06.2000;80.6;4.8;0.7;0.12;
25.06.2000;91.4;4.2;0.7;0.12;
26.06.2000;110.9;9.1;1.1;0.15;
27.06.2000;135.0;15.5;1.5;0.19;
28.06.2000;98.3;15.2;0.8;0.20;
29.06.2000;135.4;10.7;0.6;0.17;
30.06.2000;137.5;15.6;0.9;0.20;
01.07.2000;138.6;10.9;0.8;0.20;
02.07.2000;123.0;8.0;1.2;0.20;
03.07.2000;93.2;10.2;0.5;0.14;
04.07.2000;;;;;
05.07.2000;;;;;
06.07.2000;;;;;
07.07.2000;;;;;
08.07.2000;100.7;4.7;0.2;0.13;
09.07.2000;88.2;5.6;0.3;0.13;
10.07.2000;66.7;7.6;0.2;0.10;
11.07.2000;76.0;8.2;0.2;0.12;
12.07.2000;79.6;8.4;0.2;0.13;
13.07.2000;99.5;8.6;0.3;0.15;
14.07.2000;62.0;8.7;0.1;0.14;
15.07.2000;75.2;4.5;0.2;0.14;
16.07.2000;72.5;4.1;0.1;0.16;
17.07.2000;99.1;8.5;0.5;0.20;
18.07.2000;114.1;9.8;0.5;0.19;
19.07.2000;108.7;8.8;0.6;0.17;
20.07.2000;111.4;9.5;0.9;0.17;
21.07.2000;137.1;14.6;1.1;0.20;
22.07.2000;152.1;15.5;1.1;0.26;
23.07.2000;130.7;11.7;2.2;0.27;
24.07.2000;93.6;10.9;0.5;0.18;
25.07.2000;104.9;8.9;0.4;0.16;
26.07.2000;96.1;7.3;0.3;0.15;
27.07.2000;109.8;14.8;0.5;0.18;
28.07.2000;85.9;6.7;0.2;0.14;
29.07.2000;75.2;5.0;0.2;0.15;
30.07.2000;89.9;3.5;0.1;0.15;
31.07.2000;115.6;10.4;0.4;0.19;
01.08.2000;132.2;9.4;1.9;0.23;
02.08.2000;101.4;15.3;1.1;0.28;
03.08.2000;74.5;12.1;0.4;0.17;
04.08.2000;101.2;7.5;0.3;0.16;
05.08.2000;73.3;6.2;0.3;0.18;
06.08.2000;106.9;5.4;0.2;0.20;
07.08.2000;112.8;10.5;0.6;0.24;
08.08.2000;109.9;10.8;0.5;0.21;
09.08.2000;125.3;13.1;0.6;0.19;
10.08.2000;121.7;13.8;;0.24;
11.08.2000;134.7;15.7;0.6;0.24;
12.08.2000;147.6;9.4;0.5;0.23;
13.08.2000;151.8;6.8;0.7;0.21;
14.08.2000;147.6;15.3;0.9;0.22;
15.08.2000;108.2;11.6;0.5;0.20;
16.08.2000;119.5;11.4;0.5;0.18;
17.08.2000;126.2;14.0;0.7;0.21;
18.08.2000;126.2;15.9;0.6;0.23;
19.08.2000;146.0;14.0;0.7;0.28;
20.08.2000;140.5;9.7;1.4;0.25;
21.08.2000;100.2;8.4;0.5;0.15;
22.08.2000;109.0;10.7;0.5;0.17;
23.08.2000;127.5;15.0;0.9;0.24;
24.08.2000;153.6;18.2;1.2;0.29;
25.08.2000;153.8;18.4;1.1;0.29;
26.08.2000;141.7;13.6;1.0;0.30;
27.08.2000;116.1;4.9;0.3;0.17;
28.08.2000;103.3;10.4;0.4;0.20;
29.08.2000;110.6;14.7;0.8;0.22;
30.08.2000;85.7;21.7;0.8;0.29;
31.08.2000;89.4;13.8;0.2;0.19;
01.09.2000;115.0;10.6;0.4;0.19;
02.09.2000;77.9;2.8;0.2;0.12;
03.09.2000;75.4;4.3;0.2;0.15;
04.09.2000;83.5;10.4;0.3;0.20;
05.09.2000;101.9;12.6;0.7;0.23;
06.09.2000;95.4;14.4;0.9;0.24;
07.09.2000;84.9;8.0;0.4;0.17;
08.09.2000;97.7;15.7;0.9;0.23;
09.09.2000;124.7;12.7;0.7;0.28;
10.09.2000;123.5;10.4;0.5;0.29;
11.09.2000;140.3;20.0;1.3;0.31;
12.09.2000;132.9;20.3;1.6;0.36;
13.09.2000;123.4;13.3;0.7;0.21;
14.09.2000;148.5;17.0;1.2;0.34;
15.09.2000;123.6;18.8;1.2;0.27;
16.09.2000;113.9;3.8;0.7;0.14;
17.09.2000;86.7;5.8;0.3;0.16;
18.09.2000;100.6;12.3;0.9;0.20;
19.09.2000;118.4;20.3;1.4;0.27;
20.09.2000;68.0;17.8;0.4;0.21;
21.09.2000;80.5;10.8;0.3;0.15;
22.09.2000;78.4;13.2;0.9;0.23;
23.09.2000;92.6;12.9;0.7;0.29;
24.09.2000;80.3;11.8;1.5;0.32;
25.09.2000;98.1;20.2;1.4;0.31;
26.09.2000;101.2;21.5;1.8;0.35;
27.09.2000;107.6;18.7;1.7;0.30;
28.09.2000;113.8;20.9;1.4;0.28;
29.09.2000;96.0;19.5;1.4;0.32;
30.09.2000;80.5;7.2;0.3;0.17;
01.10.2000;89.7;5.3;0.3;0.17;
02.10.2000;70.9;10.0;0.4;0.16;
03.10.2000;59.0;11.7;0.6;0.19;
04.10.2000;67.6;12.4;0.9;0.23;
05.10.2000;90.3;15.4;0.9;0.25;
06.10.2000;76.0;9.8;0.5;0.20;
07.10.2000;83.6;10.3;1.9;0.29;
08.10.2000;82.5;8.7;0.9;0.27;
09.10.2000;72.6;14.4;0.6;0.21;
10.10.2000;81.0;9.9;0.5;0.17;
11.10.2000;64.5;12.6;0.4;0.18;
12.10.2000;74.4;21.7;4.0;0.33;
13.10.2000;76.3;14.7;1.2;0.21;
14.10.2000;17.1;16.7;1.2;0.38;
15.10.2000;60.5;10.1;0.7;0.32;
16.10.2000;72.2;14.8;1.0;0.23;
17.10.2000;67.0;13.7;0.7;0.23;
18.10.2000;65.5;17.9;1.1;0.26;
19.10.2000;29.9;24.1;1.8;0.39;
20.10.2000;45.8;28.3;1.5;0.50;
21.10.2000;29.2;23.1;0.6;0.54;
22.10.2000;50.9;12.1;0.6;0.43;
23.10.2000;39.8;18.8;0.6;0.39;
24.10.2000;;;;;
25.10.2000;;;;;
26.10.2000;;;;;
27.10.2000;;;;;
28.10.2000;;;;;
29.10.2000;;;;;
30.10.2000;;;;;
31.10.2000;;;;;
01.11.2000;71.6;10.3;0.7;0.18;
02.11.2000;61.2;24.1;2.0;0.26;
03.11.2000;;19.6;0.9;0.27;
04.11.2000;76.5;6.0;0.5;0.17;
05.11.2000;59.3;9.0;0.8;0.26;
06.11.2000;69.1;16.8;1.2;0.30;
07.11.2000;68.8;5.2;0.5;0.16;
08.11.2000;73.6;7.2;0.8;0.17;
09.11.2000;64.7;10.8;0.8;0.20;
10.11.2000;70.9;19.1;1.6;0.26;
11.11.2000;55.4;17.9;1.2;0.37;
12.11.2000;35.0;18.9;2.2;0.55;
13.11.2000;66.5;23.8;3.7;0.56;
14.11.2000;64.6;22.8;1.0;0.25;
15.11.2000;41.0;24.4;1.7;0.37;
16.11.2000;34.5;23.3;1.6;0.42;
17.11.2000;50.4;21.5;0.8;0.31;
18.11.2000;80.0;9.5;0.5;0.24;
19.11.2000;57.3;10.6;1.3;0.28;
20.11.2000;61.7;13.3;0.6;0.20;
21.11.2000;71.8;20.2;1.0;0.25;
22.11.2000;52.9;28.1;1.8;0.40;
23.11.2000;48.8;28.5;1.7;0.50;
24.11.2000;58.1;19.8;0.8;0.25;
25.11.2000;55.0;16.8;1.0;0.36;
26.11.2000;77.8;4.2;0.6;0.18;
27.11.2000;70.0;21.2;1.1;0.28;
28.11.2000;45.7;22.5;1.4;0.35;
29.11.2000;19.4;21.7;1.4;0.40;
30.11.2000;7.7;26.2;1.2;0.45;
01.12.2000;8.5;26.6;1.4;0.51;
02.12.2000;8.2;24.7;2.2;0.68;
03.12.2000;62.9;10.1;1.0;0.29;
04.12.2000;32.1;20.6;1.5;0.39;
05.12.2000;10.1;26.8;1.5;0.49;
06.12.2000;5.0;28.0;2.0;0.59;
07.12.2000;5.1;28.1;2.0;0.62;
08.12.2000;43.5;25.7;2.5;0.58;
09.12.2000;55.5;18.5;1.2;0.33;
10.12.2000;68.5;7.3;0.8;0.20;
11.12.2000;50.5;28.2;2.9;0.41;
12.12.2000;11.8;32.4;4.9;0.65;
13.12.2000;52.3;17.1;2.1;0.24;
14.12.2000;48.0;24.5;2.0;0.26;
15.12.2000;72.9;7.2;0.7;0.18;
16.12.2000;64.0;9.5;0.8;0.22;
17.12.2000;69.1;8.6;1.0;0.22;
18.12.2000;38.3;33.8;3.1;0.45;
19.12.2000;35.4;35.6;4.2;0.55;
20.12.2000;6.7;36.1;2.9;0.57;
21.12.2000;15.7;30.2;1.0;0.41;
22.12.2000;27.9;31.3;0.9;0.40;
23.12.2000;26.1;28.5;0.6;0.40;
24.12.2000;21.3;20.2;1.1;0.46;
25.12.2000;34.9;18.6;1.4;0.49;
26.12.2000;41.5;18.1;1.0;0.40;
27.12.2000;42.5;24.4;1.6;0.49;
28.12.2000;51.2;22.0;1.6;0.45;
29.12.2000;54.1;21.9;2.0;0.44;
30.12.2000;73.3;7.8;1.1;0.24;
31.12.2000;60.6;9.6;1.3;0.32;
01.01.2001;36.7;19.7;2.4;0.48;
02.01.2001;49.8;22.6;1.8;0.48;
03.01.2001;74.4;14.1;1.2;0.23;
04.01.2001;67.4;19.9;2.0;0.31;
05.01.2001;65.7;11.9;1.2;0.22;
06.01.2001;81.4;6.7;0.7;0.21;
07.01.2001;70.5;7.3;0.6;0.28;
08.01.2001;55.5;18.8;1.0;0.36;
09.01.2001;56.0;24.6;1.4;0.37;
10.01.2001;18.8;29.9;3.1;0.62;
11.01.2001;6.4;32.1;3.2;0.73;
12.01.2001;24.4;35.0;1.6;0.51;
13.01.2001;51.0;12.3;0.9;0.30;
14.01.2001;49.6;10.4;1.4;0.31;
15.01.2001;42.2;19.6;1.2;0.41;
16.01.2001;33.7;25.2;1.2;0.49;
17.01.2001;24.3;37.7;1.3;0.58;
18.01.2001;27.2;34.4;2.4;0.54;
19.01.2001;19.7;37.1;2.2;0.54;
20.01.2001;53.8;28.1;1.8;0.55;
21.01.2001;56.3;15.8;1.2;0.38;
22.01.2001;34.7;34.0;3.3;0.66;
23.01.2001;69.6;23.0;1.5;0.30;
24.01.2001;73.2;22.9;2.0;0.29;
25.01.2001;59.8;22.4;1.2;0.31;
26.01.2001;73.8;25.4;1.6;0.35;
27.01.2001;85.2;10.2;0.6;0.24;
28.01.2001;70.3;21.3;1.9;0.54;
29.01.2001;66.7;19.8;2.4;0.34;
30.01.2001;65.2;19.7;2.1;0.33;
31.01.2001;54.3;27.3;2.9;0.44;
01.02.2001;67.8;21.4;2.1;0.36;
02.02.2001;52.8;28.9;2.4;0.41;
03.02.2001;77.8;12.9;1.4;0.24;
04.02.2001;70.6;8.9;0.9;0.19;
05.02.2001;78.4;9.4;1.2;0.20;
06.02.2001;73.3;23.1;2.5;0.35;
07.02.2001;10.2;39.6;5.0;0.69;
08.02.2001;78.4;28.9;3.2;0.49;
09.02.2001;76.8;14.3;0.8;0.29;
10.02.2001;70.9;19.1;1.5;0.45;
11.02.2001;74.6;16.1;1.2;0.48;
12.02.2001;;;;;
13.02.2001;;;;;
14.02.2001;;;;;
15.02.2001;48.6;28.6;1.6;0.43;
16.02.2001;44.5;33.3;2.0;0.61;
17.02.2001;58.7;28.9;2.5;0.41;
18.02.2001;41.5;34.8;2.2;0.50;
19.02.2001;57.7;30.5;3.3;0.49;
20.02.2001;80.9;25.6;2.6;0.41;
21.02.2001;78.1;29.9;2.7;0.40;
22.02.2001;57.1;17.4;1.3;0.28;
23.02.2001;75.0;11.7;0.6;0.22;
24.02.2001;81.6;12.0;1.0;0.27;
25.02.2001;80.8;12.4;1.7;0.33;
26.02.2001;86.1;18.8;1.7;0.33;
27.02.2001;71.2;27.0;2.4;0.41;
28.02.2001;82.8;29.8;3.3;0.45;
01.03.2001;81.2;10.5;0.8;0.24;
02.03.2001;80.5;28.5;2.4;0.38;
03.03.2001;70.1;29.8;1.7;0.50;
04.03.2001;89.9;15.3;0.8;0.34;
05.03.2001;83.4;22.9;1.2;0.37;
06.03.2001;77.6;25.7;2.0;0.46;
07.03.2001;45.7;36.0;2.5;0.59;
08.03.2001;66.3;23.3;1.4;0.48;
09.03.2001;93.4;16.6;0.8;0.26;
10.03.2001;79.7;13.1;0.8;0.26;
11.03.2001;71.9;9.9;0.6;0.23;
12.03.2001;96.0;13.2;0.7;0.20;
13.03.2001;97.5;6.5;0.3;0.19;
14.03.2001;95.2;7.2;0.3;0.20;
15.03.2001;82.5;19.6;0.9;0.30;
16.03.2001;97.4;18.7;1.4;0.36;
17.03.2001;86.0;9.5;0.4;0.23;
18.03.2001;90.7;6.1;0.5;0.21;
19.03.2001;102.9;7.3;0.4;0.23;
20.03.2001;60.3;15.5;0.7;0.30;
21.03.2001;96.5;10.9;0.4;0.20;
22.03.2001;102.6;4.5;0.3;0.19;
23.03.2001;77.0;18.2;1.7;0.27;
24.03.2001;88.4;12.0;1.1;0.30;
25.03.2001;100.9;4.5;0.3;0.19;
26.03.2001;83.6;14.2;0.5;0.29;
27.03.2001;97.0;16.8;0.9;0.40;
28.03.2001;102.3;16.7;0.9;0.34;
29.03.2001;94.9;10.1;0.3;0.21;
30.03.2001;96.9;13.4;0.7;0.32;
31.03.2001;113.9;14.0;1.1;0.45;
01.04.2001;123.3;11.4;0.9;0.46;
02.04.2001;138.1;18.1;2.1;0.36;
03.04.2001;122.3;13.3;2.5;0.31;
04.04.2001;108.0;14.2;1.4;0.29;
05.04.2001;105.6;7.7;0.3;0.20;
06.04.2001;101.9;6.6;0.3;0.20;
07.04.2001;100.4;5.3;0.2;0.21;
08.04.2001;99.1;3.9;0.3;0.21;
09.04.2001;91.3;9.8;0.3;0.23;
10.04.2001;87.8;7.6;0.4;0.21;
11.04.2001;93.9;7.8;0.5;0.22;
12.04.2001;102.1;10.3;1.3;0.27;
13.04.2001;106.3;6.0;1.6;0.23;
14.04.2001;111.5;5.2;0.9;0.23;
15.04.2001;106.3;5.1;0.5;0.22;
16.04.2001;92.3;3.7;0.3;0.20;
17.04.2001;96.2;9.1;0.6;0.25;
18.04.2001;98.7;8.3;0.5;0.24;
19.04.2001;105.4;5.1;0.2;0.20;
20.04.2001;100.5;7.6;0.8;0.26;
21.04.2001;87.0;8.4;0.9;0.29;
22.04.2001;99.0;7.0;0.5;0.27;
23.04.2001;77.7;21.6;2.2;0.36;
24.04.2001;74.5;18.6;1.0;0.37;
25.04.2001;94.5;14.2;0.6;0.30;
26.04.2001;107.4;7.0;0.4;0.23;
27.04.2001;102.1;14.7;1.3;0.28;
28.04.2001;115.2;5.6;0.6;0.21;
29.04.2001;92.4;8.7;0.9;0.26;
30.04.2001;97.0;14.0;1.1;0.31;
01.05.2001;88.4;11.9;0.8;0.28;
02.05.2001;116.7;13.7;1.1;0.29;
03.05.2001;102.1;10.9;0.6;0.25;
04.05.2001;103.2;12.2;0.7;0.24;
05.05.2001;84.8;9.6;0.5;0.25;
06.05.2001;64.2;6.9;0.3;0.23;
07.05.2001;40.8;12.1;0.4;0.25;
08.05.2001;67.0;15.8;0.5;0.27;
09.05.2001;100.8;14.9;0.9;0.30;
10.05.2001;129.1;16.3;1.2;0.34;
11.05.2001;139.0;11.2;1.1;0.24;
12.05.2001;136.9;10.1;1.1;0.23;
13.05.2001;140.3;9.5;0.9;0.23;
14.05.2001;129.7;12.9;1.2;0.21;
15.05.2001;112.1;9.8;0.4;0.20;
16.05.2001;112.7;9.0;0.7;0.21;
17.05.2001;87.4;8.2;;0.18;
18.05.2001;107.8;6.3;;0.19;
19.05.2001;119.7;6.5;0.7;0.23;10.0
20.05.2001;114.6;7.0;0.7;0.24;15.6
21.05.2001;137.3;9.5;1.0;0.23;21.7
22.05.2001;138.1;10.3;1.7;0.22;24.7
23.05.2001;144.0;13.6;1.1;0.24;23.7
24.05.2001;127.1;5.8;0.4;0.20;15.7
25.05.2001;124.6;10.5;0.5;0.26;17.1
26.05.2001;148.4;9.2;0.7;0.25;22.2
27.05.2001;145.2;7.3;0.6;0.24;21.8
28.05.2001;139.1;9.8;0.6;0.22;20.1
29.05.2001;119.9;10.2;0.6;0.20;16.7
30.05.2001;119.5;9.5;0.5;0.20;17.4
31.05.2001;112.4;9.7;0.4;0.18;16.0
01.06.2001;116.3;10.2;0.5;0.19;11.7
02.06.2001;102.8;6.8;0.4;0.17;10.8
03.06.2001;91.6;3.0;0.2;0.15;5.0
04.06.2001;104.1;6.0;0.3;0.17;6.7
05.06.2001;123.6;15.3;1.0;0.22;14.7
06.06.2001;108.9;8.0;0.3;0.17;8.1
07.06.2001;107.8;7.2;0.3;0.16;10.6
08.06.2001;68.7;16.9;0.5;0.22;16.5
09.06.2001;77.7;6.3;0.2;0.18;5.7
10.06.2001;74.2;4.8;0.2;0.17;5.4
11.06.2001;99.4;6.2;0.3;0.18;8.5
12.06.2001;121.4;10.1;0.5;0.21;12.6
13.06.2001;134.5;12.2;0.6;0.23;14.4
14.06.2001;124.9;6.6;0.6;0.17;10.0
15.06.2001;123.5;11.6;0.9;0.21;18.2
16.06.2001;100.2;4.6;0.2;0.15;7.4
17.06.2001;76.1;3.2;0.1;0.14;5.0
18.06.2001;91.5;7.4;0.2;0.15;5.3
19.06.2001;105.7;5.8;0.4;0.16;9.0
20.06.2001;118.6;9.1;0.4;0.20;11.8
21.06.2001;134.5;13.2;0.9;0.21;16.0
22.06.2001;126.9;9.8;0.6;0.18;19.0
23.06.2001;138.5;9.7;1.5;0.26;23.5
24.06.2001;135.7;8.6;1.0;0.26;20.4
25.06.2001;160.5;12.3;1.0;0.23;21.0
26.06.2001;170.4;14.5;0.9;0.25;28.3
27.06.2001;151.4;12.0;1.4;0.24;34.0
28.06.2001;99.3;6.2;0.2;0.17;13.1
29.06.2001;119.4;10.4;0.4;0.21;16.9
30.06.2001;120.6;8.2;0.5;0.20;17.5
01.07.2001;93.2;5.1;0.4;0.15;12.5
02.07.2001;132.6;8.2;0.9;0.18;17.4
03.07.2001;154.0;11.8;0.9;0.21;23.2
04.07.2001;152.1;14.3;0.8;0.23;23.8
05.07.2001;170.9;12.9;0.8;0.25;27.8
06.07.2001;174.7;11.4;0.8;0.24;33.1
07.07.2001;104.3;4.9;0.1;0.15;8.2
08.07.2001;89.4;5.5;0.1;0.15;8.7
09.07.2001;113.1;8.0;0.2;0.16;12.1
10.07.2001;121.6;9.6;0.4;0.18;17.5
11.07.2001;85.4;4.5;0.1;0.12;9.3
12.07.2001;;7.8;0.3;0.14;14.0
13.07.2001;91.0;5.9;0.2;0.13;8.9
14.07.2001;87.8;8.6;0.5;0.17;17.2
15.07.2001;81.6;2.8;0.0;0.13;5.6
16.07.2001;91.2;5.0;0.1;0.14;6.9
17.07.2001;107.4;7.0;0.2;0.18;13.1
18.07.2001;91.3;4.8;0.1;0.12;7.5
19.07.2001;85.5;4.9;0.2;0.13;8.1
20.07.2001;100.6;6.1;0.1;0.14;10.7
21.07.2001;102.4;6.2;0.2;0.19;12.5
22.07.2001;118.6;7.1;0.3;0.24;15.7
23.07.2001;115.4;8.5;0.5;0.20;18.3
24.07.2001;111.8;7.4;0.4;0.17;15.4
25.07.2001;145.6;12.2;0.8;0.23;25.3
26.07.2001;144.5;15.8;0.5;0.24;34.9
27.07.2001;151.7;13.8;0.7;0.25;32.4
28.07.2001;136.5;7.3;0.4;0.21;24.2
29.07.2001;155.0;6.1;0.4;0.23;25.6
30.07.2001;160.9;10.5;0.5;0.26;32.5
31.07.2001;165.4;11.7;1.1;0.26;33.6
01.08.2001;148.4;8.5;0.9;0.27;31.9
02.08.2001;168.7;14.0;1.5;0.36;52.4
03.08.2001;135.8;8.2;0.6;0.18;18.5
04.08.2001;81.1;3.0;0.1;0.13;7.9
05.08.2001;76.0;3.0;0.3;0.12;5.6
