Date/heure;O3;NO2;CO;PM10
25.11.2007;37.1;39.4;0.57;27.0
26.11.2007;55.0;57.8;0.73;29.9
27.11.2007;35.9;67.3;0.78;39.2
28.11.2007;22.9;57.7;0.82;48.5
29.11.2007;12.7;57.7;1.03;76.2
30.11.2007;12.6;78.1;1.25;60.3
01.12.2007;39.1;56.4;0.97;42.8
02.12.2007;67.5;26.6;0.32;8.6
03.12.2007;75.8;40.5;0.39;8.7
04.12.2007;67.7;59.0;0.60;14.8
05.12.2007;30.1;59.4;0.82;37.7
06.12.2007;51.5;54.1;0.56;29.9
07.12.2007;57.2;50.7;0.48;14.9
08.12.2007;59.6;39.8;0.43;11.8
09.12.2007;73.5;37.2;0.43;10.1
10.12.2007;72.3;32.9;0.35;6.5
11.12.2007;42.4;57.1;0.59;13.5
12.12.2007;22.1;53.4;0.65;21.9
13.12.2007;26.6;51.7;0.69;22.6
14.12.2007;29.9;48.0;0.61;28.9
15.12.2007;32.6;43.9;0.61;23.7
16.12.2007;31.3;36.4;0.62;25.3
17.12.2007;38.2;54.0;0.78;29.7
18.12.2007;19.7;57.9;0.79;43.1
19.12.2007;27.1;55.7;0.73;55.4
20.12.2007;13.3;63.1;0.87;68.7
21.12.2007;9.5;61.8;0.86;51.5
22.12.2007;14.7;53.7;0.91;46.9
23.12.2007;11.0;45.1;0.95;52.5
24.12.2007;8.8;50.8;1.04;60.8
25.12.2007;11.4;44.9;0.95;61.6
26.12.2007;6.5;51.0;1.10;49.3
27.12.2007;12.4;55.1;0.91;48.2
28.12.2007;18.7;50.4;0.69;49.8
29.12.2007;22.9;61.8;0.98;54.5
30.12.2007;51.0;56.6;0.91;27.8
31.12.2007;23.4;62.1;1.04;37.8
01.01.2008;28.5;43.3;0.81;55.6
02.01.2008;40.8;37.9;0.51;43.4
03.01.2008;17.0;53.5;0.75;61.1
04.01.2008;6.2;66.5;1.26;83.1
05.01.2008;5.2;67.4;1.48;56.6
06.01.2008;49.3;49.6;0.84;27.0
07.01.2008;57.1;59.9;0.75;20.7
08.01.2008;31.4;62.6;0.93;29.8
09.01.2008;12.0;68.6;0.93;28.4
10.01.2008;13.4;70.1;0.94;31.7
11.01.2008;19.4;74.0;1.19;41.3
12.01.2008;66.7;53.7;0.80;14.0
13.01.2008;29.0;43.5;0.69;26.6
14.01.2008;17.5;55.7;0.90;34.0
15.01.2008;24.5;61.5;0.82;31.9
16.01.2008;38.4;64.1;0.73;18.7
17.01.2008;49.1;57.7;0.76;25.9
18.01.2008;53.0;62.0;0.65;24.2
19.01.2008;55.3;56.2;0.67;21.0
20.01.2008;59.7;44.6;0.63;21.0
21.01.2008;53.7;55.1;0.76;35.3
22.01.2008;63.9;39.4;0.41;12.6
23.01.2008;31.1;65.0;0.88;35.2
24.01.2008;28.7;71.0;1.07;47.1
25.01.2008;36.7;53.3;0.70;35.5
26.01.2008;23.0;50.7;0.73;43.7
27.01.2008;22.8;54.9;0.85;33.8
28.01.2008;26.2;72.6;1.03;44.1
29.01.2008;16.0;72.4;1.18;60.9
30.01.2008;39.6;62.4;0.94;55.6
31.01.2008;39.6;51.6;0.60;42.5
01.02.2008;55.7;45.7;0.47;25.6
02.02.2008;63.2;50.9;0.62;11.2
03.02.2008;48.8;48.1;0.64;29.6
04.02.2008;27.7;60.4;0.71;29.2
05.02.2008;41.3;62.4;0.66;28.4
06.02.2008;51.3;50.7;0.54;13.9
07.02.2008;34.7;66.4;0.82;28.7
08.02.2008;36.1;68.6;0.90;45.8
09.02.2008;35.8;67.1;1.04;54.0
10.02.2008;45.5;59.6;1.01;60.8
11.02.2008;40.4;72.2;1.02;69.6
12.02.2008;33.4;77.1;1.10;93.8
13.02.2008;37.3;79.3;1.06;90.3
14.02.2008;43.5;81.7;1.21;91.6
15.02.2008;19.3;66.7;0.91;70.0
16.02.2008;39.2;44.5;0.54;38.6
17.02.2008;49.0;51.2;0.70;48.8
18.02.2008;59.1;79.4;1.04;80.1
19.02.2008;49.5;82.6;0.91;76.1
20.02.2008;46.1;78.4;0.89;67.8
21.02.2008;22.2;69.7;0.85;40.8
22.02.2008;71.8;56.5;0.85;39.0
23.02.2008;61.6;58.1;0.80;29.6
24.02.2008;75.2;55.6;0.73;37.6
25.02.2008;66.3;60.2;0.66;48.5
26.02.2008;67.8;52.7;0.55;43.4
27.02.2008;66.9;48.5;0.47;26.5
28.02.2008;38.0;52.5;0.60;38.1
29.02.2008;53.1;48.6;0.49;21.3
01.03.2008;71.7;22.1;0.30;6.8
02.03.2008;80.1;30.6;0.40;21.2
03.03.2008;72.7;41.2;0.43;24.1
04.03.2008;77.6;39.3;0.42;14.6
05.03.2008;61.0;47.5;0.54;14.5
06.03.2008;58.6;64.3;0.68;20.1
07.03.2008;42.3;73.9;0.76;32.1
08.03.2008;60.2;56.2;0.68;34.2
09.03.2008;73.9;41.5;0.53;30.8
10.03.2008;75.6;45.5;0.44;23.9
11.03.2008;87.2;35.0;0.36;16.4
12.03.2008;81.8;24.4;0.30;7.1
13.03.2008;82.4;44.5;0.42;27.6
14.03.2008;66.0;59.8;0.61;29.8
15.03.2008;81.5;49.8;0.71;29.3
16.03.2008;98.1;21.3;0.31;5.5
17.03.2008;65.4;43.0;0.43;8.6
18.03.2008;53.7;62.6;0.60;34.2
19.03.2008;71.4;67.0;0.60;50.4
20.03.2008;72.1;49.0;0.45;51.4
21.03.2008;81.4;22.0;0.35;10.7
22.03.2008;87.3;40.9;0.46;17.1
23.03.2008;76.1;32.3;0.47;22.5
24.03.2008;78.6;26.9;0.42;17.6
25.03.2008;82.5;37.1;0.38;14.8
26.03.2008;82.0;54.1;0.49;26.5
27.03.2008;86.3;42.6;0.42;19.4
28.03.2008;81.3;56.0;0.52;23.9
29.03.2008;96.2;41.7;0.45;14.1
30.03.2008;97.9;49.7;0.56;20.1
31.03.2008;97.7;50.3;0.45;19.9
01.04.2008;61.6;60.4;0.63;37.4
02.04.2008;71.7;47.5;0.46;25.3
03.04.2008;67.8;48.6;0.45;19.4
04.04.2008;54.7;60.6;0.61;25.9
05.04.2008;93.0;38.7;0.49;27.9
06.04.2008;72.7;43.8;0.54;14.6
07.04.2008;88.2;37.6;0.41;21.7
08.04.2008;66.7;45.8;0.50;37.0
09.04.2008;20.3;61.5;0.78;49.0
10.04.2008;42.7;68.6;0.77;27.0
11.04.2008;67.3;51.1;0.60;18.9
12.04.2008;96.0;38.8;0.52;26.4
13.04.2008;95.2;30.2;0.47;17.3
14.04.2008;71.7;44.9;0.44;13.0
15.04.2008;86.5;47.4;0.53;18.2
16.04.2008;88.5;48.1;0.54;20.9
17.04.2008;76.0;46.0;0.52;32.0
18.04.2008;73.2;56.6;0.59;45.6
19.04.2008;93.9;35.9;0.47;18.9
20.04.2008;80.9;47.6;0.58;17.3
21.04.2008;71.7;60.1;0.65;19.2
22.04.2008;79.3;53.7;0.59;11.4
23.04.2008;54.6;55.6;0.73;19.6
24.04.2008;93.7;41.9;0.52;22.5
25.04.2008;99.1;54.2;0.54;26.4
26.04.2008;113.5;43.3;0.56;26.1
27.04.2008;109.4;39.7;0.52;24.3
28.04.2008;110.2;44.5;0.46;25.9
29.04.2008;104.1;38.4;0.43;16.6
30.04.2008;66.4;52.8;0.59;20.6
01.05.2008;95.1;27.5;0.40;10.6
02.05.2008;102.2;50.4;0.59;22.0
03.05.2008;103.2;45.4;0.61;25.7
04.05.2008;108.1;38.4;0.55;28.3
05.05.2008;105.1;42.9;0.45;25.1
06.05.2008;113.3;55.3;0.54;26.5
07.05.2008;130.5;57.9;0.59;29.5
08.05.2008;121.3;61.1;0.59;28.5
09.05.2008;116.2;73.2;0.68;32.9
10.05.2008;119.9;51.5;0.56;28.5
11.05.2008;127.7;31.5;0.41;20.8
12.05.2008;108.9;28.5;0.39;14.4
13.05.2008;108.1;54.7;0.54;21.6
14.05.2008;126.7;55.4;0.55;29.6
15.05.2008;96.0;51.4;0.56;
16.05.2008;91.3;40.7;0.47;
17.05.2008;66.8;35.1;0.43;11.4
18.05.2008;76.9;28.5;0.39;9.5
19.05.2008;65.0;37.2;0.44;17.6
20.05.2008;75.3;44.1;0.51;20.4
21.05.2008;74.8;41.9;0.52;21.5
22.05.2008;49.2;50.3;0.67;33.5
23.05.2008;98.8;51.0;0.64;27.4
24.05.2008;81.4;38.6;0.51;24.6
25.05.2008;80.0;35.5;0.47;16.2
26.05.2008;45.4;48.8;0.57;22.8
27.05.2008;79.9;52.3;0.64;36.1
28.05.2008;78.6;42.1;0.44;37.0
29.05.2008;89.1;37.7;0.42;41.5
30.05.2008;85.0;41.6;0.44;26.0
31.05.2008;78.6;34.2;0.43;15.0
01.06.2008;69.9;35.2;0.52;15.8
02.06.2008;65.7;38.7;0.43;21.2
03.06.2008;80.1;44.3;0.48;15.8
04.06.2008;51.7;44.7;0.41;17.0
05.06.2008;48.3;50.8;0.59;18.4
06.06.2008;43.3;35.6;0.40;13.9
07.06.2008;56.0;28.9;0.41;10.6
08.06.2008;76.1;36.8;0.51;15.7
09.06.2008;79.6;72.7;0.66;22.6
10.06.2008;105.8;46.2;0.48;18.4
11.06.2008;69.3;53.5;0.56;18.0
12.06.2008;;33.3;0.36;20.8
13.06.2008;72.0;45.8;0.43;15.5
14.06.2008;96.0;34.1;0.40;18.5
15.06.2008;68.8;32.0;0.42;16.0
16.06.2008;63.0;58.4;0.53;17.8
17.06.2008;53.5;54.3;0.58;22.5
18.06.2008;83.0;53.1;0.53;17.7
19.06.2008;106.6;41.6;0.42;19.6
20.06.2008;102.8;45.5;0.45;21.6
21.06.2008;112.3;39.6;0.51;22.3
22.06.2008;123.2;33.8;0.41;22.1
23.06.2008;128.7;52.8;0.49;28.9
24.06.2008;114.3;55.4;0.52;30.9
25.06.2008;108.7;39.9;0.43;30.6
26.06.2008;;41.4;0.41;28.0
27.06.2008;101.0;36.3;0.37;23.9
28.06.2008;95.9;37.9;0.41;18.2
29.06.2008;102.5;30.2;0.43;19.7
30.06.2008;79.1;51.9;0.54;18.4
01.07.2008;108.9;44.6;0.48;22.3
02.07.2008;118.0;58.4;0.51;23.7
03.07.2008;87.4;43.3;0.40;21.9
04.07.2008;79.4;45.6;0.45;16.8
05.07.2008;104.7;32.1;0.39;18.6
06.07.2008;69.7;25.6;0.35;15.9
07.07.2008;83.4;31.1;0.32;16.5
08.07.2008;69.4;25.3;0.27;13.9
09.07.2008;95.5;32.4;0.34;18.8
10.07.2008;100.2;39.9;0.42;21.6
11.07.2008;127.6;44.0;0.39;23.7
12.07.2008;60.0;32.9;0.41;13.3
13.07.2008;69.1;20.6;0.28;9.8
14.07.2008;66.7;42.1;0.45;11.8
15.07.2008;104.1;38.5;0.46;18.6
16.07.2008;118.3;33.3;0.38;22.2
17.07.2008;44.8;45.2;0.49;21.2
18.07.2008;89.0;31.8;0.35;18.2
19.07.2008;81.5;25.0;0.34;17.7
20.07.2008;72.3;25.5;0.33;17.2
21.07.2008;85.5;18.5;0.22;15.8
22.07.2008;72.3;26.1;0.28;19.6
23.07.2008;83.0;35.5;0.38;18.9
24.07.2008;103.1;39.6;0.43;20.6
25.07.2008;133.0;55.4;0.51;28.0
26.07.2008;124.1;44.8;0.46;22.8
27.07.2008;101.7;25.8;0.36;17.4
28.07.2008;107.6;36.1;0.47;21.2
29.07.2008;93.2;47.8;0.53;18.4
30.07.2008;106.0;37.7;0.44;19.9
31.07.2008;101.9;44.7;0.49;20.1
01.08.2008;83.5;23.9;0.35;22.5
02.08.2008;93.4;24.3;0.36;27.6
03.08.2008;76.1;16.3;0.28;13.0
04.08.2008;60.2;29.2;0.32;17.9
05.08.2008;66.8;30.2;0.36;14.9
06.08.2008;91.9;35.9;0.43;21.1
07.08.2008;87.0;37.3;0.42;21.4
08.08.2008;63.4;29.1;0.30;15.4
09.08.2008;86.4;26.4;0.33;12.6
10.08.2008;100.4;24.4;0.33;16.1
11.08.2008;88.5;46.0;0.48;20.7
12.08.2008;49.9;47.0;0.52;18.5
13.08.2008;75.2;36.4;0.41;18.0
14.08.2008;76.0;42.3;0.42;22.8
15.08.2008;80.9;52.1;0.50;19.5
16.08.2008;75.1;36.3;0.47;18.9
17.08.2008;76.0;24.9;0.41;19.2
18.08.2008;81.6;41.4;0.49;19.9
19.08.2008;91.9;39.4;0.42;22.1
20.08.2008;69.6;33.3;0.35;16.4
21.08.2008;76.6;41.7;0.54;22.1
22.08.2008;61.2;45.4;0.62;23.5
23.08.2008;59.2;30.4;0.38;14.4
24.08.2008;78.6;24.7;0.40;15.6
25.08.2008;75.5;39.4;0.48;19.8
26.08.2008;75.2;51.6;0.57;23.7
27.08.2008;88.4;53.9;0.60;58.5
28.08.2008;97.1;50.0;0.55;35.3
29.08.2008;95.6;51.4;0.56;35.6
30.08.2008;98.2;39.9;0.53;36.4
31.08.2008;100.1;39.8;0.58;29.1
01.09.2008;81.9;40.5;0.43;21.5
02.09.2008;83.6;41.7;0.46;23.9
03.09.2008;85.7;45.3;0.44;22.0
04.09.2008;62.7;52.0;0.51;16.9
05.09.2008;62.7;54.0;0.59;18.6
06.09.2008;56.8;34.7;0.48;17.7
07.09.2008;66.4;24.7;0.36;11.4
08.09.2008;63.4;41.5;0.54;16.4
09.09.2008;63.5;49.0;0.57;21.5
10.09.2008;73.0;51.1;0.62;35.9
11.09.2008;43.2;49.4;0.63;43.9
12.09.2008;55.2;42.3;0.41;19.6
13.09.2008;40.4;42.1;0.49;11.2
14.09.2008;44.8;24.0;0.38;16.7
15.09.2008;37.4;37.9;0.46;23.6
16.09.2008;36.3;35.9;0.49;19.4
17.09.2008;30.3;37.3;0.49;28.8
18.09.2008;19.8;43.8;0.61;40.1
19.09.2008;68.3;54.7;0.60;27.5
20.09.2008;63.4;34.6;0.44;28.3
21.09.2008;42.4;33.0;0.44;22.2
22.09.2008;54.8;42.9;0.58;23.0
23.09.2008;43.0;43.7;0.49;21.4
24.09.2008;37.7;43.7;0.55;32.5
25.09.2008;28.2;42.7;0.54;28.6
26.09.2008;37.1;39.9;0.50;23.8
27.09.2008;42.9;38.6;0.55;31.0
28.09.2008;77.7;32.7;0.56;27.0
29.09.2008;74.0;40.3;0.51;28.9
30.09.2008;72.8;46.5;0.46;31.6
01.10.2008;66.9;28.5;0.27;16.1
02.10.2008;57.9;37.1;0.36;15.3
03.10.2008;50.1;34.9;0.33;12.3
04.10.2008;40.7;28.5;0.41;11.4
05.10.2008;54.9;31.2;0.48;14.7
06.10.2008;47.1;52.4;0.70;19.3
07.10.2008;35.1;42.0;0.62;22.5
08.10.2008;30.8;48.5;0.65;29.0
09.10.2008;36.1;42.5;0.50;31.8
10.10.2008;28.1;53.2;0.75;44.7
11.10.2008;45.4;38.4;0.73;38.0
12.10.2008;58.5;35.7;0.63;27.2
13.10.2008;29.0;54.5;0.72;34.6
14.10.2008;42.0;60.3;0.86;57.3
15.10.2008;50.3;50.6;0.68;75.2
16.10.2008;51.3;42.7;0.48;34.4
17.10.2008;51.6;49.3;0.52;21.0
18.10.2008;39.9;36.7;0.56;28.6
19.10.2008;59.6;35.3;0.65;34.3
20.10.2008;38.7;50.9;0.69;33.2
21.10.2008;23.5;53.5;0.73;32.0
22.10.2008;34.1;44.3;0.50;18.2
23.10.2008;46.9;42.4;0.49;21.2
24.10.2008;16.7;40.8;0.63;34.1
25.10.2008;16.3;37.4;0.72;34.6
26.10.2008;29.8;32.6;0.58;31.2
27.10.2008;32.6;46.6;0.60;26.3
28.10.2008;51.6;61.6;0.60;16.4
29.10.2008;57.2;49.4;0.56;10.1
30.10.2008;23.5;73.0;0.76;19.2
31.10.2008;19.1;57.3;0.70;33.5
01.11.2008;9.8;44.3;0.80;29.3
02.11.2008;13.3;34.3;0.82;30.9
03.11.2008;21.5;53.6;1.03;40.4
04.11.2008;6.9;45.7;0.85;39.2
05.11.2008;16.2;53.5;0.94;41.0
06.11.2008;9.3;44.8;0.89;40.4
07.11.2008;27.4;55.1;1.03;48.3
08.11.2008;38.6;47.4;0.90;37.9
09.11.2008;21.7;39.2;0.68;25.9
10.11.2008;38.1;53.4;0.66;25.9
11.11.2008;39.6;57.0;0.71;28.4
12.11.2008;65.1;69.1;0.66;23.6
13.11.2008;21.1;50.5;0.64;27.0
14.11.2008;22.8;47.7;0.59;34.4
15.11.2008;20.1;48.3;0.81;44.0
16.11.2008;29.8;35.5;0.68;36.6
17.11.2008;12.8;40.9;0.54;31.6
18.11.2008;10.2;58.5;0.80;27.3
19.11.2008;28.5;55.2;0.72;23.8
20.11.2008;38.6;45.0;0.48;23.8
21.11.2008;56.8;29.7;0.32;13.4
22.11.2008;55.7;25.7;0.34;11.5
23.11.2008;63.0;29.6;0.36;17.3
24.11.2008;58.8;58.1;0.56;19.2
25.11.2008;34.7;57.1;0.62;34.3
26.11.2008;31.9;66.5;0.75;42.0
27.11.2008;21.5;68.4;0.92;55.3
28.11.2008;8.0;68.4;0.92;57.2
29.11.2008;17.3;70.0;0.90;58.8
30.11.2008;41.9;65.1;0.88;46.8
01.12.2008;22.8;62.0;0.71;30.9
02.12.2008;33.7;55.1;0.50;42.2
03.12.2008;46.2;62.4;0.61;50.1
04.12.2008;16.9;76.0;0.84;41.4
05.12.2008;60.4;41.2;0.38;17.8
06.12.2008;50.7;35.2;0.41;13.1
07.12.2008;32.8;41.8;0.68;22.3
08.12.2008;24.7;52.0;0.76;34.6
09.12.2008;19.9;67.7;0.91;44.5
10.12.2008;16.9;60.9;0.77;21.6
11.12.2008;;61.1;0.77;19.7
12.12.2008;18.3;61.3;0.63;28.0
13.12.2008;18.3;55.5;0.79;33.1
14.12.2008;8.0;51.3;0.84;42.3
15.12.2008;4.4;74.8;1.37;54.2
16.12.2008;3.2;78.8;1.23;55.2
17.12.2008;5.0;62.2;0.83;26.5
18.12.2008;4.7;64.3;1.16;40.9
19.12.2008;3.8;83.3;1.24;46.6
20.12.2008;13.2;69.5;1.04;33.0
21.12.2008;11.4;55.4;0.96;31.9
22.12.2008;19.4;63.8;1.08;30.5
23.12.2008;20.2;56.1;0.84;30.7
24.12.2008;11.7;47.2;0.79;32.6
25.12.2008;33.8;30.6;0.50;19.6
26.12.2008;53.0;27.3;0.47;22.8
27.12.2008;27.0;44.4;0.67;37.0
28.12.2008;38.6;36.2;0.58;34.3
29.12.2008;16.5;60.8;0.87;62.5
30.12.2008;7.3;67.3;1.11;81.5
31.12.2008;2.6;82.6;1.41;61.3
01.01.2009;29.9;51.2;0.64;31.7
02.01.2009;42.1;41.7;0.59;26.8
03.01.2009;39.1;37.3;0.47;31.2
04.01.2009;39.5;36.4;0.48;36.6
05.01.2009;37.5;58.9;0.66;40.1
06.01.2009;26.9;55.1;0.66;44.7
07.01.2009;22.5;49.2;0.67;47.6
08.01.2009;26.8;50.1;0.60;47.4
09.01.2009;17.2;59.2;0.76;65.7
10.01.2009;11.9;69.5;0.98;59.8
11.01.2009;13.7;66.3;0.91;59.3
12.01.2009;14.3;82.0;1.08;57.9
13.01.2009;11.2;104.8;1.52;60.6
14.01.2009;18.0;90.0;1.11;53.0
15.01.2009;24.2;75.3;0.95;56.2
16.01.2009;35.0;72.7;0.84;54.6
17.01.2009;30.7;75.8;1.09;56.8
18.01.2009;61.8;59.2;0.87;33.7
19.01.2009;30.8;93.6;1.23;
20.01.2009;64.8;63.6;0.68;
21.01.2009;37.4;60.2;0.78;
22.01.2009;49.8;59.6;0.76;54.3
23.01.2009;60.8;51.6;0.64;29.0
24.01.2009;40.6;57.3;0.78;21.7
25.01.2009;50.5;43.4;0.75;35.5
26.01.2009;22.0;67.5;0.96;52.1
27.01.2009;32.2;60.4;0.83;53.1
28.01.2009;13.8;52.7;0.72;61.8
29.01.2009;17.5;48.7;0.74;57.9
30.01.2009;22.2;48.6;0.70;53.8
31.01.2009;31.3;36.6;0.61;48.3
01.02.2009;31.9;29.9;0.57;39.0
02.02.2009;17.8;49.9;0.87;57.9
03.02.2009;36.5;67.1;1.37;79.2
04.02.2009;37.6;71.0;1.07;73.5
05.02.2009;5.6;76.0;1.15;83.0
06.02.2009;21.3;68.3;0.95;68.2
07.02.2009;44.6;43.9;0.69;24.6
08.02.2009;44.1;32.3;0.53;17.2
09.02.2009;40.3;61.9;0.74;33.8
10.02.2009;64.4;32.8;0.39;17.8
11.02.2009;64.7;41.4;0.43;24.6
12.02.2009;61.6;48.5;0.50;26.0
13.02.2009;62.3;59.2;0.65;43.2
14.02.2009;51.5;53.7;0.69;34.0
15.02.2009;61.3;49.3;0.66;47.2
16.02.2009;50.5;62.4;0.70;59.0
17.02.2009;32.4;61.9;0.67;31.7
18.02.2009;47.2;39.9;0.47;38.8
19.02.2009;49.5;62.3;0.73;53.5
20.02.2009;34.6;83.2;0.89;58.4
21.02.2009;52.3;62.5;0.80;46.9
22.02.2009;28.5;57.7;0.79;33.0
23.02.2009;43.5;64.7;0.74;30.1
24.02.2009;44.2;60.1;0.65;28.5
25.02.2009;44.1;57.0;0.63;39.5
26.02.2009;42.5;80.8;0.83;47.3
27.02.2009;60.3;82.3;0.92;51.6
28.02.2009;60.0;82.9;0.91;46.5
01.03.2009;76.6;47.4;0.58;36.1
02.03.2009;39.5;62.7;0.64;33.8
03.03.2009;39.0;57.1;0.73;34.4
04.03.2009;;54.2;0.61;36.1
05.03.2009;63.6;46.1;0.53;15.0
06.03.2009;54.7;45.3;0.48;15.8
07.03.2009;78.7;49.7;0.56;32.9
08.03.2009;75.4;38.1;0.43;25.1
09.03.2009;88.7;37.9;0.36;16.3
10.03.2009;73.1;52.5;0.53;19.5
11.03.2009;84.7;39.3;0.50;20.4
12.03.2009;56.5;70.8;0.69;30.5
13.03.2009;61.9;63.5;0.66;31.9
14.03.2009;78.1;50.9;0.64;35.5
15.03.2009;90.0;36.9;0.50;26.7
16.03.2009;66.2;58.3;0.61;33.5
17.03.2009;72.2;62.0;0.69;40.8
18.03.2009;58.5;54.4;0.64;45.9
19.03.2009;69.9;56.7;0.57;35.8
20.03.2009;65.8;43.5;0.46;25.2
21.03.2009;69.5;44.8;0.56;28.8
22.03.2009;88.1;52.4;0.61;32.8
23.03.2009;92.8;48.2;0.47;37.8
24.03.2009;93.5;28.0;0.34;19.5
25.03.2009;75.7;35.7;0.36;19.7
26.03.2009;75.4;41.3;0.44;20.6
27.03.2009;74.5;48.1;0.50;22.9
28.03.2009;84.0;45.2;0.53;17.8
29.03.2009;68.8;32.0;0.47;14.4
30.03.2009;55.6;52.0;0.61;28.0
31.03.2009;45.1;52.7;0.68;34.0
01.04.2009;55.3;39.6;0.51;39.7
02.04.2009;26.2;51.5;0.67;55.4
03.04.2009;85.6;52.5;0.67;45.2
04.04.2009;85.4;48.4;0.63;37.1
05.04.2009;94.5;38.9;0.59;41.6
06.04.2009;102.3;48.4;0.56;41.5
07.04.2009;93.3;44.3;0.47;37.7
08.04.2009;90.8;51.3;0.50;37.2
09.04.2009;98.6;60.6;0.63;37.5
10.04.2009;110.3;36.3;0.45;24.7
11.04.2009;114.1;48.1;0.50;22.0
12.04.2009;105.5;39.7;0.48;26.1
13.04.2009;113.1;36.9;0.47;27.1
14.04.2009;100.4;63.3;0.65;37.0
15.04.2009;;54.1;0.53;32.5
16.04.2009;80.7;58.8;0.51;26.1
17.04.2009;88.9;40.2;0.43;18.5
18.04.2009;100.4;33.8;0.41;18.2
19.04.2009;85.9;31.1;0.40;22.3
20.04.2009;70.6;52.5;0.58;25.9
21.04.2009;81.6;48.2;0.51;29.3
22.04.2009;113.9;41.2;0.45;30.9
23.04.2009;101.4;44.4;0.41;33.8
24.04.2009;71.0;53.9;0.54;22.9
25.04.2009;111.9;51.2;0.57;19.9
26.04.2009;100.7;42.3;0.45;19.9
27.04.2009;77.8;48.9;0.47;18.1
28.04.2009;73.4;48.6;0.54;13.4
29.04.2009;70.9;39.3;0.42;18.2
30.04.2009;69.9;54.8;0.58;17.4
01.05.2009;93.8;51.6;0.59;27.0
02.05.2009;96.5;49.3;0.57;26.5
03.05.2009;117.4;32.9;0.47;21.7
04.05.2009;64.3;51.1;0.52;22.0
05.05.2009;89.0;41.6;0.46;23.3
06.05.2009;82.1;45.9;0.47;21.9
07.05.2009;108.3;54.7;0.59;21.6
08.05.2009;90.1;49.6;0.46;20.6
09.05.2009;95.6;41.4;0.52;21.5
10.05.2009;91.0;34.4;0.44;20.1
11.05.2009;74.2;49.8;0.52;27.4
12.05.2009;70.1;53.5;0.58;26.9
13.05.2009;68.0;45.3;0.51;
14.05.2009;72.2;42.1;0.48;26.0
15.05.2009;60.8;35.9;0.37;17.1
16.05.2009;80.7;35.2;0.44;14.6
17.05.2009;84.1;26.4;0.46;17.1
18.05.2009;79.7;47.1;0.49;15.7
19.05.2009;105.7;44.5;0.51;21.8
20.05.2009;103.5;65.9;0.63;32.0
21.05.2009;107.6;30.9;0.39;25.3
22.05.2009;90.0;26.4;0.33;25.3
23.05.2009;105.8;31.2;0.43;26.2
24.05.2009;103.3;32.6;0.44;31.0
25.05.2009;96.8;56.5;0.51;39.6
26.05.2009;94.5;41.5;0.40;26.2
27.05.2009;87.1;30.2;0.36;17.3
28.05.2009;68.8;36.6;0.42;16.9
29.05.2009;81.5;44.6;0.47;17.9
30.05.2009;82.0;36.0;0.44;16.2
31.05.2009;83.7;24.6;0.37;19.1
01.06.2009;90.0;24.8;0.36;
02.06.2009;105.8;44.4;0.45;
03.06.2009;117.4;41.2;0.40;
04.06.2009;112.1;34.6;0.34;
05.06.2009;114.8;51.6;0.43;
06.06.2009;89.6;24.0;0.30;
07.06.2009;87.9;17.4;0.27;
08.06.2009;66.9;49.4;0.49;
09.06.2009;92.4;32.9;0.35;16.4
10.06.2009;83.0;38.7;0.39;19.8
11.06.2009;95.9;25.2;0.28;16.8
12.06.2009;100.7;39.0;0.41;21.8
13.06.2009;93.9;35.7;0.45;21.8
14.06.2009;102.9;25.5;0.36;18.1
15.06.2009;82.5;39.6;0.40;23.0
16.06.2009;84.0;27.1;0.30;18.2
17.06.2009;106.1;39.3;0.41;24.2
18.06.2009;109.1;39.3;0.41;28.4
19.06.2009;57.2;50.4;0.50;19.8
20.06.2009;77.7;27.0;0.34;16.1
21.06.2009;80.9;26.4;0.34;15.4
22.06.2009;59.2;46.4;0.46;12.5
23.06.2009;41.7;48.8;0.52;19.6
24.06.2009;65.4;37.1;0.46;16.7
25.06.2009;77.6;38.9;0.46;25.5
